Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA1GS,2016.03,189207,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2016.06,190801,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2016.09,192117,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2016.12,193324,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2017.03,195235,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2017.06,196203,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2017.09,197142,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2017.12,196952,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2018.03,197312,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2018.06,198107,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2018.09,197756,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2018.12,198476,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2019.03,198927,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2019.06,199762,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2019.09,201009,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2019.12,201875,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2020.03,202614,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2020.06,202963,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2020.09,200506,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2020.12,196998,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2021.03,199517,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2021.06,200523,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2021.09,202790,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2021.12,204849,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2022.03,205446,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2022.06,206183,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GS,2022.09,207159,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Seasonally adjusted,,
BDCQ.SEA1GT,2011.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2011.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2011.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2012.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2012.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2012.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2012.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2013.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2013.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2013.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2013.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2014.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2014.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2014.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2014.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2015.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2015.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2015.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2015.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2016.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2016.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2016.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2016.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2017.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2017.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2017.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2017.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2018.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2018.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2018.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2018.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2019.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2019.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2019.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2019.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2020.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2020.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2020.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2020.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2021.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2021.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2021.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2021.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2022.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2022.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1GT,2022.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Retail Trade,Trend,,
BDCQ.SEA1HA,2011.06,103801,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2011.09,107456,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2011.12,110973,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2012.03,110305,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2012.06,107976,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2012.09,107651,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2012.12,111647,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2013.03,112218,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2013.06,111183,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2013.09,110574,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2013.12,115148,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2014.03,116013,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2014.06,113997,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2014.09,113381,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2014.12,119580,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2015.03,120452,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2015.06,120660,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2015.09,119106,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2015.12,124802,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2016.03,127872,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2016.06,127744,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2016.09,128360,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2016.12,134631,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2017.03,137104,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2017.06,136444,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2017.09,134081,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2017.12,139394,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2018.03,140352,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2018.06,139249,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2018.09,135443,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2018.12,142465,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2019.03,144366,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
BDCQ.SEA1HA,2019.06,142506,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Accommodation and Food Services,Actual,,
